(65,4346495)
(67,13804421)
(211,14251568)
(217,4840606)
(73,14733774)
(225,1759987)
(27,10465969)
(159,2306959)
(35,14149358)
(215,6590546)
(101,6996466)
(107,13829053)
(211,15201464)
(231,4084638)
(63,4017823)
(61,531071)
(9,5748943)
(87,8171399)
(125,11326864)
(173,1654785)
(25,1295899)
(19,10324701)
(157,3580437)
(55,4469235)
(69,3154462)
(49,6851548)
(105,13991615)
(213,12386071)
(189,5088720)
(77,7293425)
(111,9496158)
(145,6438496)
(99,8121444)
(123,7952758)
(121,12928059)
(197,3846065)
(59,3579288)
(55,8970959)
(137,2058439)
(31,10265527)
(157,9843156)
(151,15460439)
(235,4898091)
(75,9144052)
(139,3426592)
(53,6206557)
(95,16421637)
(251,1268184)
(19,3869535)
(59,4607102)
(71,12696712)
(193,15611316)
(239,583075)
(9,5299502)
(81,10517391)
(161,1531296)
(23,9365959)
(143,15114688)
(231,6050875)
(93,5392329)
(83,150592)
(3,5242882)
(81,5260182)
(81,11033085)
(169,8763408)
(133,691924)
(11,14163720)
(217,1999559)
(31,9235073)
(141,6841073)
(105,10691053)
(163,15815142)
(241,10370283)
(159,11263255)
(171,9121720)
(139,10991821)
(167,12806225)
(195,261633)
(3,5221431)
(79,7451195)
(113,12018707)
(183,6981119)
(107,7442584)
(113,13308328)
(203,4848815)
(73,3394161)
(51,12568323)
(191,11393458)
(173,2002411)
(31,8651808)
(133,7760368)
(119,9727107)
(149,2674657)
(41,928450)
(15,2332314)
(35,9858058)
(151,14593916)
(223,14280949)
(217,3710687)
(57,12321635)
(189,1859672)
(29,12518172)
(191,12929065)
(197,4406463)
(67,7961695)
(121,14538769)
(221,6831887)
(105,13648220)
(209,6233917)
(95,10842872)
(165,8497366)
(129,4769226)
(73,5140851)
(79,13415692)
(205,12024693)
(183,11476068)
(175,2845922)
(43,9174112)
(139,16132714)
(247,6365962)
(97,1023017)
(15,7151457)
(109,6455934)
(99,7239490)
(111,968415)
(15,5387453)
(83,12567713)
(191,2477249)
(37,15110795)
(231,11701813)
(179,8140211)
(125,9529258)
(145,11160893)
(171,12737530)
(195,4279655)
(65,2353994)
(35,13269383)
(203,6992164)
(107,6917475)
(105,3760374)
(57,14362122)
(219,1200466)
(19,15704613)
(239,4914187)
(75,1615899)
(25,5456305)
(83,8229922)
(125,16359246)
(249,9718617)
(149,8671338)
(133,16705754)
(255,14391296)
(219,1240182)
(19,6833108)
(105,15587359)
(237,12345929)
(189,13042321)
(199,3015351)
(47,5103489)
(77,14674494)
(223,7679358)
(117,13085019)
(199,1134564)
(17,213299)
(3,13152728)
(201,3341577)
(51,13553702)
(207,10300)
(1,14297564)
(219,9901459)
(151,1026824)
(15,7659909)
(117,13343156)
(203,4571867)
(69,1377567)
(21,14217606)
(217,11874147)
(181,3460300)
(53,2891980)
(45,147752)
(3,9648711)
(147,13803893)
(211,14396302)
(219,13456955)
(205,7531531)
(115,12629315)
(193,11976774)
(183,222468)
(3,4497567)
(69,4261145)
(65,15205880)
(233,13426813)
(205,2437419)
(37,4445158)
(67,10528803)
(161,189729)
(3,13824646)
(211,8858010)
(135,119057)
(1,10679308)
(163,11922286)
(181,803897)
(13,7860771)
(119,4813581)
(73,8841450)
(135,11580168)
(177,14146819)
(215,5650336)
(87,12508433)
(191,8528418)
(131,13529454)
(207,3480813)
(53,4892751)
(75,8538483)
(131,4231648)
(65,13682601)
(209,15126794)
(231,6829033)
(105,13877086)
(211,12333511)
(189,13823490)
(211,10847210)
(165,9816725)
(149,13716901)
(209,14816148)
(227,11595181)
(177,15367276)
(235,9415150)
(143,10716197)
(163,11419289)
(175,14509731)
(221,16560131)
(253,8647421)
(131,7938751)
(121,12550695)
(191,2365825)
(37,10851952)
(165,5045954)
(77,4468664)
(69,6378891)
(97,11741726)
(179,11229690)
(171,7939565)
(121,2564412)
(39,1592495)
(25,8496945)
(129,5161362)
(79,14957801)
(229,15239091)
(233,3072016)
(47,7635402)
(117,1701555)
(25,452439)
(7,9271078)
(141,10803285)
(165,8025523)
(123,9442068)
(145,15749095)
(241,15930316)
(243,13710981)
(209,14568085)
(223,1726995)
(27,6131089)
(93,845532)
(13,4322318)
(65,6101278)
(93,16560575)
(253,15581866)
(237,13617012)
(207,14889221)
(227,4861182)
(75,3380372)
(51,14242646)
(217,8008101)
(123,15420774)
(235,13238277)
(203,14255501)
(217,11931548)
(183,4949757)
(75,2075979)
(31,8038240)
(123,2960461)
(45,12129447)
(185,12259073)
(187,6170216)
(95,6195192)
(95,15957697)
(243,15000135)
(229,15130403)
(231,11656738)
(177,10400388)
(159,4749560)
(73,3487416)
(53,3756522)
(57,16296271)
(249,606950)
(9,838428)
(13,13921355)
(213,5830777)
(89,14507195)
(221,81041)
(1,5736415)
(87,7466830)
(113,9200721)
(141,7186059)
(109,1578923)
(25,11904408)
(181,13085505)
(199,4388072)
(67,8567458)
(131,8272070)
(127,7851220)
(119,9789690)
(149,4921802)
(75,3055613)
(47,1821096)
(27,14350359)
(219,8633675)
(131,6250684)
(95,15167774)
(231,13133061)
(201,1086900)
(17,2797625)
(43,12010169)
(183,14747455)
(225,15835804)
(241,9398646)
(143,6000381)
(91,15718851)
(239,11767044)
(179,11929367)
(183,326166)
(5,5748472)
(87,9696096)
(147,6692161)
(103,1108522)
(17,4510440)
(69,13918438)
(213,2768398)
(43,11864678)
(181,720136)
(11,10599195)
(161,14956100)
(229,11957726)
(183,10316313)
(157,8231785)
(125,3853666)
(59,455081)
(7,9184502)
(141,9370058)
(143,7692873)
(117,8297593)
(127,6461473)
(99,3844353)
(59,13571122)
(207,9993284)
(153,8046768)
(123,9068566)
(139,15520176)
(237,9771581)
(149,10727917)
(163,7526902)
(115,3064249)
(47,8495150)
(129,5773706)
(89,368407)
(5,9673608)
(147,15178401)
(231,14521119)
(221,7573436)
(115,10751345)
(165,12084756)
(185,2189978)
(33,7598440)
(115,12373255)
(189,13588606)
(207,6987276)
(107,15512032)
(237,8262317)
(127,15589699)
(237,226934)
(3,13036510)
(199,4112911)
(63,3107449)
(47,14786191)
(225,14686123)
(225,8306992)
(127,3680563)
(57,12500242)
(191,8824661)
(135,247232)
(3,14119667)
(215,10199581)
(155,13607511)
(207,1955553)
(29,15346893)
(235,15092625)
(231,15136472)
(231,9036656)
(137,2730163)
(41,4598185)
(71,679726)
(11,573759)
(9,682686)
(11,839138)
(13,4643311)
(71,14712080)
(225,10383525)
(159,3681273)
(57,3222198)
(49,750316)
(11,11303572)
(173,6535562)
(99,1138917)
(17,6310863)
(97,9278704)
(141,15925448)
(243,11899262)
(181,6886495)
(105,828985)
(13,2686197)
(41,6806467)
(103,14340510)
(219,2851553)
(43,1530867)
(23,7492414)
(115,10418491)
(159,13526684)
(207,13407716)
(205,13699677)
(209,16475601)
(251,2256574)
(35,8714958)
(133,5687328)
(87,11157082)
(171,10954890)
(167,16529032)
(253,1646066)
(25,2019571)
(31,3382563)
(51,4991796)
(77,8895283)
(135,4110638)
(63,3014661)
(47,3975257)
(61,10801367)
(165,3293713)
(51,2864539)
(43,13346844)
(203,727658)
(11,15968470)
(243,12281712)
(187,12230141)
(187,16288442)
(249,15271216)
(233,49061)
(1,4334342)
(67,14549075)
(223,6865715)
(105,14722156)
(225,4589736)
(71,2959618)
(45,12877867)
(197,9276893)
(141,11441040)
(175,6983461)
(107,12455204)
(191,6047227)
(93,5201202)
(79,11570565)
(177,2558484)
(39,15573272)
(237,3262021)
(49,8903429)
(135,6256996)
(95,5503143)
(83,11987747)
(183,10599102)
(161,2391140)
(37,10595988)
(161,3683866)
(57,4021340)
(61,9606884)
(147,7256792)
(111,7378412)
(113,10185345)
(155,7674443)
(117,13078807)
(199,8816768)
(135,11301706)
(173,1308285)
(19,16409939)
(251,12451300)
(189,8523477)
(131,5523715)
(85,15854678)
(241,11269182)
(171,11599612)
(177,12757074)
(195,624788)
(9,9369372)
(143,7838829)
(119,2111717)
(33,11531671)
(175,4038716)
(61,5752232)
(87,12010055)
(183,11987529)
(183,8547415)
(131,4249623)
(65,15240141)
(233,871266)
(13,2575997)
(39,5027911)
(77,14521665)
(221,13162548)
(201,16663052)
(255,14715200)
(225,11002081)
(167,15010741)
(229,9650542)
(147,7882025)
(121,7260368)
(111,1694066)
(25,5416783)
(83,11686418)
(179,3240702)
(49,2764364)
(43,6437616)
(99,14143536)
(215,3722962)
(57,16602588)
(253,14269845)
(217,1936044)
(29,13090994)
(199,2125496)
(33,6671878)
(101,4850204)
(75,7905524)
(121,1209956)
(19,8357048)
(127,5541686)
(85,16420725)
(251,13873988)
(211,1945773)
(29,14484603)
(221,8992825)
(137,13926731)
(213,1126822)
(17,8754027)
(133,9206680)
(141,3080239)
(47,577015)
(9,11069202)
(169,14744189)
(225,2724945)
(41,9018223)
(137,6555736)
(101,13007260)
(199,13418055)
(205,7232279)
(111,10320050)
(157,3501858)
(53,7918713)
(121,10299415)
(157,12791569)
(195,11816464)
(181,13218378)
(201,5818808)
(89,6755633)
(103,200498)
(3,9653603)
(147,6483524)
(99,7713408)
(117,707614)
(11,11805908)
(181,1175420)
(17,750363)
(11,9215370)
(141,10178615)
(155,1909635)
(29,1531640)
(23,1222920)
(19,13164991)
(201,3799966)
(57,16322437)
(249,1972510)
(31,12474837)
(191,14248522)
(217,11017312)
(169,1176340)
(17,7470151)
(113,6455665)
(99,5719122)
(87,3923756)
(59,3189033)
(49,8876796)
(135,7794584)
(119,16391377)
(251,9021437)
(137,3563278)
(55,10057027)
(153,9296206)
(141,1593375)
(25,2474853)
(37,9391158)
(143,11283272)
(173,4815311)
(73,4583462)
(69,7715758)
(117,8551305)
(131,14420260)
(221,1729953)
(27,5759374)
(87,14233109)
(217,383957)
(5,13616254)
(207,9159704)
(139,5741210)
(87,2801834)
(43,6074092)
(93,10457654)
(159,13435022)
(205,7696590)
(117,13973942)
(213,5801039)
(89,3144521)
(47,5364168)
(81,2947737)
(45,16559657)
(253,9216477)
(141,9357828)
(143,686624)
(11,9240120)
(141,15058362)
(229,10324343)
(157,7263818)
(111,6204446)
(95,541904)
(9,5366124)
(81,3007117)
(45,8526061)
(131,3738629)
(57,6739763)
(103,12507146)
(191,2625088)
(41,2460950)
(37,8305555)
(127,609526)
(9,13282182)
(203,9854195)
(151,13306743)
(203,4964470)
(75,8395632)
(129,6257875)
(95,16222415)
(247,10293175)
(157,11837152)
(181,4034442)
(61,8042665)
(123,15216193)
(233,15454409)
(235,3446985)
(53,3997247)
(61,12016271)
(183,5579513)
(85,11876841)
(181,3160952)
(49,3556635)
(55,15228592)
(233,8903542)
(135,8698375)
(133,9360731)
(143,16349256)
(249,9353016)
(143,16713537)
(255,1672652)
(25,2570185)
(39,5628492)
(85,7233682)
(111,2843184)
(43,12234608)
(187,8086021)
(123,3809007)
(59,683753)
(11,4053687)
(61,10370931)
(159,15507034)
(237,15371136)
(235,10029377)
(153,6486684)
(99,4296628)
(65,4908019)
(75,6819650)
(105,4694837)
(71,13096380)
(199,607011)
(9,3209884)
(49,1001678)
(15,11418668)
(175,1806810)
(27,9267157)
(141,7817602)
(119,8219065)
(125,9379632)
(143,9864913)
(151,9845451)
(151,5784045)
(89,10960920)
(167,1202922)
(19,6982638)
(107,3080043)
(47,5711794)
(87,9842519)
(151,14437982)
(221,7146572)
(109,16006132)
(245,5641019)
(87,7573070)
(115,11886350)
(181,1583085)
(25,7773838)
(119,7382282)
(113,13702347)
(209,8531125)
(131,594001)
(9,525995)
(9,5071007)
(77,4743729)
(73,14530125)
(221,14386673)
(219,10363614)
(159,8152598)
(125,15650348)
(239,9271836)
(141,16532802)
(253,7145495)
(109,9606113)
(147,14163380)
(217,11699481)
(179,6030366)
(93,4487314)
(69,4286458)
(65,14595517)
(223,2484830)
(37,5615648)
(85,6814252)
(103,2437392)
(37,12621605)
(193,13933790)
(213,10747602)
(163,15232730)
(233,13905060)
(213,582420)
(9,15320415)
(233,15154594)
(231,6910525)
(105,12084001)
(185,14193318)
(217,2602780)
(39,940725)
(15,6613267)
(101,5340118)
(81,2098997)
(33,16774942)
(255,15856611)
(241,4284676)
(65,2289061)
(35,3461242)
(53,16619802)
(253,9142227)
(139,11259742)
(171,1320095)
(21,7303021)
(111,2077448)
(31,4525565)
(69,23384)
(1,6999499)
(107,3511236)
(53,15508227)
(237,8108264)
(123,1730222)
(27,7279742)
(111,11099336)
(169,795404)
(13,12901811)
(197,10196778)
(155,13022363)
(199,9470615)
(145,1457303)
(23,9097475)
(139,15313712)
(233,1213339)
(19,8584690)
(131,9160993)
(139,12281634)
(187,4160691)
(63,3920143)
(59,13864356)
(211,14674007)
(223,4107303)
(63,1300059)
(19,5557037)
(85,7304166)
(111,13361447)
(203,5844268)
(89,1896209)
(29,1011054)
(15,1311177)
(21,11744704)
(179,451699)
(7,9275407)
(141,9255721)
(141,1231346)
(19,3841213)
(59,6864321)
(105,8571424)
(131,8815152)
(135,1542404)
(23,12132095)
(185,14083779)
(215,9670241)
(147,3270295)
(49,1492155)
(23,16465655)
(251,15907041)
(243,7408273)
(113,9936525)
(151,9172503)
(139,8603241)
(131,8908407)
(135,9554453)
(145,6233721)
(95,15799219)
(241,5615508)
(85,12832015)
(195,16532376)
(253,6227591)
(95,16047845)
(245,9889321)
(151,6728115)
(103,6063180)
(93,2452476)
(37,2904467)
(45,4569110)
(69,15162886)
(231,4950402)
(75,5364117)
(81,3479056)
(53,549970)
(9,15583154)
(237,3061673)
(47,12828612)
(195,10216489)
(155,12233197)
(187,13297206)
(203,14295974)
(219,8424379)
(129,5061140)
(77,9722282)
(149,14560459)
(223,13664743)
(209,224910)
(3,8093150)
(123,2173645)
(33,7022513)
(107,10841952)
(165,1494883)
(23,9936994)
(151,7010712)
(107,6170375)
(95,6229822)
(95,2761659)
(43,3515642)
(53,4934350)
(75,10131122)
(155,8633850)
(131,11664761)
(177,7202592)
(109,15249907)
(233,14051114)
(215,8554239)
(131,6403417)
(97,12658504)
(193,16616263)
(253,9835596)
(151,14585162)
(223,3572781)
(55,6850573)
(105,6246263)
(95,4186230)
(63,7627148)
(117,15483769)
(237,12075466)
(185,6138079)
(93,5263785)
(81,13949508)
(213,531890)
(9,14132611)
(215,8636584)
(131,7047382)
(107,3297144)
(51,1605221)
(25,4882261)
(75,459716)
(7,3987897)
(61,13628768)
(207,5404615)
(83,7935562)
(121,6729612)
(103,11469821)
(175,16438892)
(251,9483688)
(145,7432437)
(113,13545191)
(207,16377405)
(249,2779941)
(43,1921120)
(29,6666788)
(101,16489826)
(251,4685625)
(71,8054020)
(123,12494663)
(191,16255134)
(249,11504170)
(175,14855570)
(227,10016849)
(153,5960547)
(91,3957458)
(61,14693756)
(225,15376289)
(235,1681000)
(25,1671478)
(25,15602755)
(239,740135)
(11,427142)
(7,15260888)
(233,10198908)
(155,1400057)
(21,6651155)
(101,3167690)
(49,11869819)
(181,5326411)
(81,12834263)
(195,8944184)
(137,8411306)
(129,15863222)
(243,5650189)
(87,16013672)
(245,16639877)
(253,6580962)
(101,1460524)
(23,8052151)
(123,6594440)
(101,1664075)
(25,14407709)
(219,10522653)
(161,10844631)
(165,13194546)
(201,7021755)
(107,5112435)
(79,2328277)
(35,3475355)
(53,253068)
(3,4386998)
(67,3123080)
(47,10694017)
(163,294798)
(5,14003965)
(213,7003617)
(107,2141814)
(33,2469600)
(37,2944746)
(45,6702016)
(103,9084621)
(139,11991507)
(183,13195756)
(201,5456877)
(83,5324040)
(81,15078301)
(231,14725700)
(225,5489102)
(83,779785)
(11,4085967)
(63,6522911)
(99,11584715)
(177,14933637)
(227,11677059)
(179,1986276)
(31,3756628)
(57,16225126)
(247,15126431)
(231,9202374)
(141,11954384)
(183,6371882)
(97,1271080)
(19,242427)
(3,15599193)
(239,10884139)
(167,5127495)
(79,1460532)
(23,10600527)
(161,1639613)
(25,323507)
(5,702444)
(11,15021681)
(229,9515125)
(145,4201039)
(65,10926247)
(167,701439)
(11,14779830)
(225,8741951)
(133,925021)
(15,4228726)
(65,8744792)
(133,13614955)
(207,16211026)
(247,1901412)
(29,8411595)
(129,6977314)
(107,7288531)
(111,16179433)
(247,6053821)
(93,1198050)
(19,3896731)
(59,14356620)
(219,16381842)
(249,2081021)
(31,14945489)
(229,15949115)
(243,8467708)
(129,2113096)
(33,12904198)
(197,12766797)
(195,107115)
(1,11528515)
(175,8729684)
(133,15969660)
(243,4063199)
(61,10031400)
(153,11111497)
(169,2316431)
(35,1067947)
(17,9316308)
(143,7586245)
(115,21630)
(1,3895054)
(59,1943167)
(29,9261655)
(141,5939067)
(91,13641190)
(209,6133695)
(93,6068480)
(93,7093381)
(109,9030943)
(137,1029770)
(15,3465630)
(53,312079)
(5,13441780)
(205,5603498)
(85,8797242)
(135,3630508)
(55,11108563)
(169,10615969)
(161,4733615)
(73,8501823)
(129,10158551)
(155,8257612)
(127,15086798)
(231,10958848)
(167,14523738)
(221,160279)
(3,10034733)
(153,12189005)
(185,10490932)
(161,7599024)
(115,13289937)
(203,5454578)
(83,13726246)
(209,11610916)
(177,10388431)
(159,820562)
(13,13248311)
(203,11859954)
(181,11403185)
(173,2758926)
(43,8168873)
(125,14810460)
(225,1127881)
(17,9420200)
(143,3111911)
(47,5273730)
(81,16757710)
(255,15250383)
(233,14119152)
(215,14485426)
(221,1873465)
(29,12118037)
(185,14133471)
(215,13303463)
(203,4171169)
(63,8176346)
(125,4749364)
(73,8161068)
(125,3282727)
(51,5124010)
(79,2578223)
(39,6926206)
(105,7141961)
(109,12070649)
(185,3795041)
(57,13130755)
(201,7259277)
(111,7611605)
(117,14053647)
(215,7300472)
(111,15011679)
(229,5326960)
(81,2601800)
(39,8662549)
(133,11625657)
(177,9132879)
(139,13226638)
(201,10725092)
(163,16710936)
(255,14998087)
(229,2541915)
(39,7390244)
(113,7850400)
(119,1087475)
(17,847384)
(13,4807242)
(73,9905312)
(151,16188438)
(247,12087384)
(185,14420960)
(221,6043655)
(93,11877041)
(181,16256009)
(249,3889343)
(59,1162563)
(17,12967038)
(197,12711746)
(193,6461349)
(99,14958868)
(229,1393729)
(21,10936339)
(167,16498923)
(251,6932207)
(105,16415115)
(251,11429504)
(175,2379632)
(37,14911475)
(227,6286414)
(95,15876768)
(243,10737720)
(163,15433078)
(235,9979877)
(153,13682838)
(209,6453658)
(99,6191061)
(95,13186008)
(201,14788091)
(225,13966782)
(213,14621355)
(223,312965)
(5,9613665)
(147,12207586)
(187,3432033)
(53,5430941)
(83,9832731)
(151,11027316)
(169,6001599)
(91,16419654)
(251,9385251)
(143,15176320)
(231,8197796)
(125,2108006)
(33,7766604)
(119,9407336)
(143,13098757)
(199,16768776)
(255,4637545)
(71,12905912)
(197,3412057)
(53,5973927)
(91,6602098)
(101,16697047)
(255,1877621)
(29,6076185)
(93,3543630)
(55,14137438)
(215,14165092)
(217,1424952)
(21,7105874)
(109,15363583)
(235,11666624)
(179,11427594)
(175,16690719)
(255,6162805)
(95,2451770)
(37,13456699)
(205,10152274)
(155,12189909)
(187,12350029)
(189,5939053)
(91,9181532)
(141,5919209)
(91,1441074)
(21,7859943)
(119,10622901)
(163,7406724)
(113,4742656)
(73,9404294)
(143,3772435)
(57,805665)
(13,15424874)
(235,6135009)
(93,3795363)
(57,14756898)
(225,10293746)
(157,8612723)
(131,15789682)
(241,14947012)
(229,12860762)
(197,15289007)
(233,10668207)
(163,11385979)
(173,10152225)
(155,13358322)
(203,3915672)
(59,4015373)
(61,11164328)
(171,12752400)
(195,9996844)
(153,14042886)
(215,13841459)
(211,10597731)
(161,3284294)
(51,16051725)
(245,16591793)
(253,9980234)
(153,9398215)
(143,3489742)
(53,3955085)
(61,16300700)
(249,14136870)
(215,1567946)
(23,300220)
(5,7175956)
(109,15549159)
(237,16181947)
(247,15524877)
(237,8717599)
(133,4821078)
(73,6425482)
(99,4163367)
(63,14381470)
(219,2784641)
(43,831286)
(13,11698301)
(179,657133)
(11,9449691)
(145,3138401)
(47,8798264)
(135,9287658)
(141,6174241)
(95,8755331)
(133,3748093)
(57,8169887)
(125,1142018)
(17,594331)
(9,4700514)
(71,3329081)
(51,6265421)
(95,12355339)
(189,13765428)
(211,926229)
(15,1744059)
(27,4118459)
(63,2861930)
(43,7168255)
(109,3878577)
(59,6110815)
(93,7407503)
(113,384444)
(5,411093)
(7,4206318)
(65,9160360)
(139,12816060)
(195,1866792)
(29,7733192)
(117,6395163)
(97,9663502)
(147,11415780)
(175,7982294)
(121,10558582)
(161,7657182)
(117,3413148)
(53,56388)
(1,14874248)
(227,66516)
(1,8689255)
(133,70263)
(1,6862103)
(105,8938810)
(137,13752355)
(209,11774945)
(179,3705964)
(57,6084888)
(93,14783117)
(225,11943513)
(183,11427131)
(175,3986576)
(61,13672056)
(209,6305158)
(97,10126687)
(155,9969864)
(153,5990656)
(91,15316735)
(233,4769963)
(73,4180881)
(63,4154656)
(63,593607)
(9,9801595)
(149,9063572)
(139,7408662)
(113,15845406)
(241,3891218)
(59,8974068)
(137,15950194)
(243,15504821)
(237,836736)
(13,13789608)
(211,9631647)
(147,16277650)
(249,11937246)
(183,1871945)
(29,16162031)
(247,1626251)
(25,3412713)
(53,13048777)
(199,5667056)
(87,1861626)
(29,12223153)
(187,12507283)
(191,12711595)
(193,8975095)
(137,6422863)
(99,11576524)
(177,15229880)
(233,15125419)
(231,6730694)
(103,2685359)
(41,9147622)
(139,12608180)
(193,13836014)
(211,10381854)
(159,9956318)
(151,949759)
(15,5568604)
(85,5005736)
(77,4989909)
(77,14038430)
(215,8770681)
(133,11090203)
(169,3858346)
(59,9771523)
(149,9029407)
(137,16754228)
(255,263804)
(5,6612918)
(101,12173117)
(185,108086)
(1,939768)
(15,4884456)
(75,9542965)
(145,142932)
(3,6350032)
(97,11276756)
(173,110697)
(1,7755451)
(119,9083801)
(139,3289292)
(51,8942906)
(137,5374899)
(83,3580922)
(55,7686891)
(117,5359527)
(81,6054628)
(93,5759154)
(87,11544328)
(177,11952087)
(183,15411182)
(235,5153959)
(79,13762755)
(211,8197759)
(125,7098983)
(109,8927051)
(137,5504104)
(83,14990746)
(229,4319567)
(65,5303358)
(81,9857430)
(151,16721077)
(255,12954205)
(197,15796333)
(241,12145391)
(185,6926119)
(105,12982804)
(199,962440)
(15,4396521)
(67,6109134)
(93,10779773)
(165,10217519)
(155,3661507)
(55,3315129)
(51,6630926)
(101,7287060)
(111,1995103)
(31,3881600)
(59,9384744)
(143,5233325)
(79,8371643)
(127,8109920)
(123,7171493)
(109,8248552)
(125,8178568)
(125,5373471)
(81,3140747)
(47,15367767)
(235,14261393)
(217,3260295)
(49,14718300)
(225,5249697)
(81,4547053)
(69,9665244)
(147,10980356)
(167,13759322)
(209,8866617)
(135,14332464)
(219,15499984)
(237,8899974)
(135,153881)
(3,9081538)
(139,6381974)
(97,574043)
(9,6981259)
(107,1424821)
(21,15990560)
(243,11514189)
